npi,name,nppes_provider_city,specialty_description,sum,generic_name,population,county,fipscounty
1043297914.0,DAVID H SUTTON,NEWPORT,Dentist,72.0,HYDROCODONE/ACETAMINOPHEN,35262.0,COCKE,47029
1043299464.0,JEFFREY D HOLLIS,GALLATIN,General Surgery,28.0,HYDROCODONE/ACETAMINOPHEN,175730.0,SUMNER,47165
1043299464.0,JEFFREY D HOLLIS,GALLATIN,General Surgery,51.0,OXYCODONE HCL/ACETAMINOPHEN,175730.0,SUMNER,47165
1043308026.0,TERRI C COLQUITT,NASHVILLE,Dentist,11.0,ACETAMINOPHEN WITH CODEINE,678322.0,DAVIDSON,47037
1043309214.0,DONALD K MCKENZIE,KNOXVILLE,Internal Medicine,14.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1043316821.0,DAN H SHELL,MEMPHIS,Plastic and Reconstructive Surgery,68.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043316821.0,DAN H SHELL,MEMPHIS,Plastic and Reconstructive Surgery,27.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1043320831.0,HARRY J CHINN,MEMPHIS,Dentist,40.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043326127.0,MY T NGUYEN,NASHVILLE,Radiation Oncology,16.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043326127.0,MY T NGUYEN,NASHVILLE,Radiation Oncology,11.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043330327.0,MELVIN  WRIGHT,JACKSON,Dentist,175.0,HYDROCODONE/ACETAMINOPHEN,97887.0,MADISON,47113
1043344773.0,ROY A PINKARD,MARYVILLE,Dentist,34.0,HYDROCODONE/ACETAMINOPHEN,127135.0,BLOUNT,47009
1043357916.0,RICHARD W CLINE,FAYETTEVILLE,Family Practice,260.0,HYDROCODONE/ACETAMINOPHEN,33543.0,LINCOLN,47103
1043357916.0,RICHARD W CLINE,FAYETTEVILLE,Family Practice,12.0,HYDROMORPHONE HCL,33543.0,LINCOLN,47103
1043357916.0,RICHARD W CLINE,FAYETTEVILLE,Family Practice,52.0,OXYCODONE HCL,33543.0,LINCOLN,47103
1043357916.0,RICHARD W CLINE,FAYETTEVILLE,Family Practice,37.0,OXYCODONE HCL/ACETAMINOPHEN,33543.0,LINCOLN,47103
1043357916.0,RICHARD W CLINE,FAYETTEVILLE,Family Practice,18.0,TRAMADOL HCL,33543.0,LINCOLN,47103
1043364201.0,TERRELL  CHEATHAM CARPENTER,MEMPHIS,Nurse Practitioner,15.0,ACETAMINOPHEN WITH CODEINE,937847.0,SHELBY,47157
1043364201.0,TERRELL  CHEATHAM CARPENTER,MEMPHIS,Nurse Practitioner,46.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043364201.0,TERRELL  CHEATHAM CARPENTER,MEMPHIS,Nurse Practitioner,32.0,TRAMADOL HCL,937847.0,SHELBY,47157
1043366735.0,KEITH A MOSHER,JACKSON,Family Practice,107.0,HYDROCODONE/ACETAMINOPHEN,97887.0,MADISON,47113
1043366735.0,KEITH A MOSHER,JACKSON,Family Practice,17.0,OXYCODONE HCL/ACETAMINOPHEN,97887.0,MADISON,47113
1043366735.0,KEITH A MOSHER,JACKSON,Family Practice,30.0,TRAMADOL HCL,97887.0,MADISON,47113
1043367931.0,RENE V AGUIRRE,MCMINNVILLE,Internal Medicine,21.0,HYDROCODONE/ACETAMINOPHEN,40210.0,WARREN,47177
1043375827.0,MOUSA K NASERI,LIMESTONE,Nurse Practitioner,361.0,HYDROCODONE/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1043375827.0,MOUSA K NASERI,LIMESTONE,Nurse Practitioner,48.0,HYDROCODONE/IBUPROFEN,126437.0,WASHINGTON,47179
1043375827.0,MOUSA K NASERI,LIMESTONE,Nurse Practitioner,69.0,OXYCODONE HCL/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1043381130.0,TIMOTHY M HALL,JACKSBORO,Dentist,28.0,HYDROCODONE/ACETAMINOPHEN,39824.0,CAMPBELL,47013
1043385453.0,GEORGE T CLARDY,CLARKSVILLE,Family Practice,17.0,ACETAMINOPHEN WITH CODEINE,192120.0,MONTGOMERY,47125
1043385453.0,GEORGE T CLARDY,CLARKSVILLE,Family Practice,17.0,HYDROCODONE/ACETAMINOPHEN,192120.0,MONTGOMERY,47125
1043385453.0,GEORGE T CLARDY,CLARKSVILLE,Family Practice,19.0,OXYCODONE HCL/ACETAMINOPHEN,192120.0,MONTGOMERY,47125
1043385453.0,GEORGE T CLARDY,CLARKSVILLE,Family Practice,31.0,TRAMADOL HCL,192120.0,MONTGOMERY,47125
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,89.0,BUPRENORPHINE,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,1074.0,FENTANYL,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,1371.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,48.0,HYDROMORPHONE HCL,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,20.0,METHADONE HCL,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,255.0,MORPHINE SULFATE,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,194.0,OXYCODONE HCL,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,1126.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1043387624.0,MOACIR  SCHNAPP,MEMPHIS,Interventional Pain Management,289.0,TRAMADOL HCL,937847.0,SHELBY,47157
1043400435.0,ANTHONY D HAASE,COLUMBIA,Family Practice,209.0,HYDROCODONE/ACETAMINOPHEN,87606.0,MAURY,47119
1043400435.0,ANTHONY D HAASE,COLUMBIA,Family Practice,77.0,OXYCODONE HCL/ACETAMINOPHEN,87606.0,MAURY,47119
1043400435.0,ANTHONY D HAASE,COLUMBIA,Family Practice,97.0,TRAMADOL HCL,87606.0,MAURY,47119
1043421779.0,TIMOTHY D JENKINS,JOHNSON CITY,Orthopedic Surgery,119.0,HYDROCODONE/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1043421779.0,TIMOTHY D JENKINS,JOHNSON CITY,Orthopedic Surgery,36.0,OXYCODONE HCL/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1043421779.0,TIMOTHY D JENKINS,JOHNSON CITY,Orthopedic Surgery,14.0,TRAMADOL HCL,126437.0,WASHINGTON,47179
1043425689.0,REBECCA E FLORA-WATERMAN,BRISTOL,Nurse Practitioner,115.0,HYDROCODONE/ACETAMINOPHEN,156519.0,SULLIVAN,47163
1043425689.0,REBECCA E FLORA-WATERMAN,BRISTOL,Nurse Practitioner,83.0,OXYCODONE HCL/ACETAMINOPHEN,156519.0,SULLIVAN,47163
1043425689.0,REBECCA E FLORA-WATERMAN,BRISTOL,Nurse Practitioner,21.0,TRAMADOL HCL,156519.0,SULLIVAN,47163
1043432404.0,LARRY K WELLS,MEMPHIS,Dentist,43.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043433154.0,DAVID M MCAFEE,COOKEVILLE,Anesthesiology,25.0,FENTANYL,75565.0,PUTNAM,47141
1043433154.0,DAVID M MCAFEE,COOKEVILLE,Anesthesiology,126.0,HYDROCODONE/ACETAMINOPHEN,75565.0,PUTNAM,47141
1043433154.0,DAVID M MCAFEE,COOKEVILLE,Anesthesiology,117.0,MORPHINE SULFATE,75565.0,PUTNAM,47141
1043433154.0,DAVID M MCAFEE,COOKEVILLE,Anesthesiology,269.0,OXYCODONE HCL,75565.0,PUTNAM,47141
1043433154.0,DAVID M MCAFEE,COOKEVILLE,Anesthesiology,150.0,OXYCODONE HCL/ACETAMINOPHEN,75565.0,PUTNAM,47141
1043433154.0,DAVID M MCAFEE,COOKEVILLE,Anesthesiology,43.0,OXYMORPHONE HCL,75565.0,PUTNAM,47141
1043447683.0,MARGARET A JONES,NASHVILLE,Dentist,16.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043451073.0,RYAN S HSI,NASHVILLE,Urology,12.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043452501.0,ASMITA  SATAPATHY,GERMANTOWN,Internal Medicine,11.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043452501.0,ASMITA  SATAPATHY,GERMANTOWN,Internal Medicine,16.0,TRAMADOL HCL,937847.0,SHELBY,47157
1043455561.0,ARTANGELA D HENRY,MEMPHIS,Nurse Practitioner,102.0,OXYCODONE HCL,937847.0,SHELBY,47157
1043455561.0,ARTANGELA D HENRY,MEMPHIS,Nurse Practitioner,27.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1043463029.0,WILLIAM B ROGERS,JOHNSON CITY,Urology,159.0,HYDROCODONE/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1043463029.0,WILLIAM B ROGERS,JOHNSON CITY,Urology,15.0,OXYCODONE HCL,126437.0,WASHINGTON,47179
1043463029.0,WILLIAM B ROGERS,JOHNSON CITY,Urology,112.0,OXYCODONE HCL/ACETAMINOPHEN,126437.0,WASHINGTON,47179
1043466162.0,TODD S KLEIN,POWELL,Dentist,22.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1043471238.0,HAK S SEO,DAYTON,Internal Medicine,30.0,ACETAMINOPHEN WITH CODEINE,32478.0,RHEA,47143
1043471238.0,HAK S SEO,DAYTON,Internal Medicine,54.0,FENTANYL,32478.0,RHEA,47143
1043471238.0,HAK S SEO,DAYTON,Internal Medicine,601.0,HYDROCODONE/ACETAMINOPHEN,32478.0,RHEA,47143
1043471238.0,HAK S SEO,DAYTON,Internal Medicine,11.0,MORPHINE SULFATE,32478.0,RHEA,47143
1043471238.0,HAK S SEO,DAYTON,Internal Medicine,18.0,OXYCODONE HCL,32478.0,RHEA,47143
1043471238.0,HAK S SEO,DAYTON,Internal Medicine,116.0,OXYCODONE HCL/ACETAMINOPHEN,32478.0,RHEA,47143
1043471238.0,HAK S SEO,DAYTON,Internal Medicine,178.0,TRAMADOL HCL,32478.0,RHEA,47143
1043472269.0,SEBASTIEN G DEMOINY,MORRISTOWN,Podiatry,71.0,HYDROCODONE/ACETAMINOPHEN,63465.0,HAMBLEN,47063
1043472269.0,SEBASTIEN G DEMOINY,MORRISTOWN,Podiatry,24.0,OXYCODONE HCL,63465.0,HAMBLEN,47063
1043472269.0,SEBASTIEN G DEMOINY,MORRISTOWN,Podiatry,141.0,OXYCODONE HCL/ACETAMINOPHEN,63465.0,HAMBLEN,47063
1043477136.0,MICHAEL A NELSON,GERMANTOWN,Cardiology,28.0,TRAMADOL HCL,937847.0,SHELBY,47157
1043478720.0,ADAM C CLINE,CHATTANOOGA,Dentist,37.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1043483050.0,ANNA E BURGESS,JACKSON,Family Practice,86.0,HYDROCODONE/ACETAMINOPHEN,97887.0,MADISON,47113
1043483050.0,ANNA E BURGESS,JACKSON,Family Practice,42.0,TRAMADOL HCL,97887.0,MADISON,47113
1043484447.0,WILLIAM C SHIRLEY,COLUMBIA,Orthopedic Surgery,149.0,HYDROCODONE/ACETAMINOPHEN,87606.0,MAURY,47119
1043484447.0,WILLIAM C SHIRLEY,COLUMBIA,Orthopedic Surgery,20.0,OXYCODONE HCL,87606.0,MAURY,47119
1043484447.0,WILLIAM C SHIRLEY,COLUMBIA,Orthopedic Surgery,87.0,OXYCODONE HCL/ACETAMINOPHEN,87606.0,MAURY,47119
1043484447.0,WILLIAM C SHIRLEY,COLUMBIA,Orthopedic Surgery,52.0,TRAMADOL HCL,87606.0,MAURY,47119
1043499940.0,THERESA M BUCK,MC MINNVILLE,Nurse Practitioner,12.0,ACETAMINOPHEN WITH CODEINE,40210.0,WARREN,47177
1043499940.0,THERESA M BUCK,MC MINNVILLE,Nurse Practitioner,265.0,HYDROCODONE/ACETAMINOPHEN,40210.0,WARREN,47177
1043499940.0,THERESA M BUCK,MC MINNVILLE,Nurse Practitioner,64.0,OXYCODONE HCL/ACETAMINOPHEN,40210.0,WARREN,47177
1043499940.0,THERESA M BUCK,MC MINNVILLE,Nurse Practitioner,30.0,TRAMADOL HCL,40210.0,WARREN,47177
1043508625.0,MALLORY I TREVINO,KNOXVILLE,Family Practice,86.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1043508625.0,MALLORY I TREVINO,KNOXVILLE,Family Practice,13.0,OXYCODONE HCL/ACETAMINOPHEN,452286.0,KNOX,47093
1043508625.0,MALLORY I TREVINO,KNOXVILLE,Family Practice,80.0,TRAMADOL HCL,452286.0,KNOX,47093
1043515497.0,ANDREA  BROOKS,WESTMORELAND,Nurse Practitioner,11.0,HYDROCODONE/ACETAMINOPHEN,175730.0,SUMNER,47165
1043519705.0,JOEL D BRUNSON,MEDINA,Nurse Practitioner,166.0,HYDROCODONE/ACETAMINOPHEN,49222.0,GIBSON,47053
1043519705.0,JOEL D BRUNSON,MEDINA,Nurse Practitioner,20.0,OXYCODONE HCL,49222.0,GIBSON,47053
1043519705.0,JOEL D BRUNSON,MEDINA,Nurse Practitioner,35.0,OXYCODONE HCL/ACETAMINOPHEN,49222.0,GIBSON,47053
1043519705.0,JOEL D BRUNSON,MEDINA,Nurse Practitioner,23.0,TRAMADOL HCL,49222.0,GIBSON,47053
1043522675.0,ERIC J HALL,DICKSON,Dentist,60.0,ACETAMINOPHEN WITH CODEINE,51341.0,DICKSON,47043
1043522675.0,ERIC J HALL,DICKSON,Dentist,65.0,HYDROCODONE/ACETAMINOPHEN,51341.0,DICKSON,47043
1043522675.0,ERIC J HALL,DICKSON,Dentist,15.0,OXYCODONE HCL/ACETAMINOPHEN,51341.0,DICKSON,47043
1043525173.0,TIFFANY  GANNON,MCMINNVILLE,Nurse Practitioner,120.0,HYDROCODONE/ACETAMINOPHEN,40210.0,WARREN,47177
1043525173.0,TIFFANY  GANNON,MCMINNVILLE,Nurse Practitioner,14.0,MORPHINE SULFATE,40210.0,WARREN,47177
1043525173.0,TIFFANY  GANNON,MCMINNVILLE,Nurse Practitioner,28.0,OXYCODONE HCL/ACETAMINOPHEN,40210.0,WARREN,47177
1043525173.0,TIFFANY  GANNON,MCMINNVILLE,Nurse Practitioner,31.0,TRAMADOL HCL,40210.0,WARREN,47177
1043532419.0,TRACY  STRATTON,MADISONVILLE,Nurse Practitioner,15.0,HYDROCODONE/ACETAMINOPHEN,45698.0,MONROE,47123
1043532419.0,TRACY  STRATTON,MADISONVILLE,Nurse Practitioner,189.0,MORPHINE SULFATE,45698.0,MONROE,47123
1043532419.0,TRACY  STRATTON,MADISONVILLE,Nurse Practitioner,2196.0,OXYCODONE HCL,45698.0,MONROE,47123
1043532419.0,TRACY  STRATTON,MADISONVILLE,Nurse Practitioner,108.0,OXYCODONE HCL/ACETAMINOPHEN,45698.0,MONROE,47123
1043532419.0,TRACY  STRATTON,MADISONVILLE,Nurse Practitioner,852.0,OXYMORPHONE HCL,45698.0,MONROE,47123
1043532419.0,TRACY  STRATTON,MADISONVILLE,Nurse Practitioner,20.0,TRAMADOL HCL,45698.0,MONROE,47123
1043535081.0,JEFFREY J MACLEAN,NASHVILLE,Orthopedic Surgery,25.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043540396.0,TIM G SCHOLL,FRANKLIN,Nurse Practitioner,83.0,HYDROCODONE/ACETAMINOPHEN,212161.0,WILLIAMSON,47187
1043540396.0,TIM G SCHOLL,FRANKLIN,Nurse Practitioner,35.0,OXYCODONE HCL/ACETAMINOPHEN,212161.0,WILLIAMSON,47187
1043548001.0,JENNABETH B FITCH,NASHVILLE,Nurse Practitioner,39.0,FENTANYL,678322.0,DAVIDSON,47037
1043548001.0,JENNABETH B FITCH,NASHVILLE,Nurse Practitioner,154.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043548001.0,JENNABETH B FITCH,NASHVILLE,Nurse Practitioner,50.0,MORPHINE SULFATE,678322.0,DAVIDSON,47037
1043548001.0,JENNABETH B FITCH,NASHVILLE,Nurse Practitioner,51.0,OXYCODONE HCL,678322.0,DAVIDSON,47037
1043548001.0,JENNABETH B FITCH,NASHVILLE,Nurse Practitioner,178.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043548001.0,JENNABETH B FITCH,NASHVILLE,Nurse Practitioner,15.0,TAPENTADOL HCL,678322.0,DAVIDSON,47037
1043549587.0,TAMMY E HAKIM,FRANKLIN,Nurse Practitioner,11.0,TRAMADOL HCL,212161.0,WILLIAMSON,47187
1043565617.0,KENDA M HARRISON,SHELBYVILLE,Nurse Practitioner,85.0,HYDROCODONE/ACETAMINOPHEN,46854.0,BEDFORD,47003
1043565617.0,KENDA M HARRISON,SHELBYVILLE,Nurse Practitioner,15.0,OXYCODONE HCL,46854.0,BEDFORD,47003
1043565617.0,KENDA M HARRISON,SHELBYVILLE,Nurse Practitioner,26.0,TRAMADOL HCL,46854.0,BEDFORD,47003
1043573355.0,KYLE B BASHAM,KNOXVILLE,General Surgery,36.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1043573355.0,KYLE B BASHAM,KNOXVILLE,General Surgery,15.0,OXYCODONE HCL/ACETAMINOPHEN,452286.0,KNOX,47093
1043582489.0,ADAM W SMITH,CHATTANOOGA,Physician Assistant,14.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1043584949.0,ALBERIC  ROGMAN,NASHVILLE,Urology,15.0,ACETAMINOPHEN WITH CODEINE,678322.0,DAVIDSON,47037
1043584949.0,ALBERIC  ROGMAN,NASHVILLE,Urology,28.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043584949.0,ALBERIC  ROGMAN,NASHVILLE,Urology,17.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043598063.0,BRIJAL P PATEL,OLIVER SPRINGS,Internal Medicine,18.0,HYDROCODONE/ACETAMINOPHEN,52926.0,ROANE,47145
1043598063.0,BRIJAL P PATEL,OLIVER SPRINGS,Internal Medicine,21.0,OXYCODONE HCL/ACETAMINOPHEN,52926.0,ROANE,47145
1043598063.0,BRIJAL P PATEL,OLIVER SPRINGS,Internal Medicine,28.0,TRAMADOL HCL,52926.0,ROANE,47145
1043607815.0,GRETCHEN C EDWARDS,NASHVILLE,Student in an Organized Health Care Education/Training Program,19.0,OXYCODONE HCL,678322.0,DAVIDSON,47037
1043615644.0,KRISTINA  MOORE,LEBANON,Physician Assistant,133.0,HYDROCODONE/ACETAMINOPHEN,128874.0,WILSON,47189
1043615644.0,KRISTINA  MOORE,LEBANON,Physician Assistant,51.0,OXYCODONE HCL/ACETAMINOPHEN,128874.0,WILSON,47189
1043615644.0,KRISTINA  MOORE,LEBANON,Physician Assistant,16.0,TRAMADOL HCL,128874.0,WILSON,47189
1043618945.0,CATHERINE G PHELPS,MEMPHIS,Nurse Practitioner,60.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043618945.0,CATHERINE G PHELPS,MEMPHIS,Nurse Practitioner,21.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1043635592.0,YVONNE  CREIGHTON,MURFREESBORO,Nurse Practitioner,19.0,HYDROCODONE/ACETAMINOPHEN,298456.0,RUTHERFORD,47149
1043638406.0,KRYSTAL L RIBEIRO,SMYRNA,Emergency Medicine,35.0,HYDROCODONE/ACETAMINOPHEN,298456.0,RUTHERFORD,47149
1043647043.0,ALYSSA R ATCHLEY,KNOXVILLE,Nurse Practitioner,37.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1043649031.0,JAMIE B MONGER,MARYVILLE,Nurse Practitioner,11.0,FENTANYL,127135.0,BLOUNT,47009
1043649031.0,JAMIE B MONGER,MARYVILLE,Nurse Practitioner,221.0,HYDROCODONE/ACETAMINOPHEN,127135.0,BLOUNT,47009
1043649031.0,JAMIE B MONGER,MARYVILLE,Nurse Practitioner,14.0,MORPHINE SULFATE,127135.0,BLOUNT,47009
1043649031.0,JAMIE B MONGER,MARYVILLE,Nurse Practitioner,22.0,OXYCODONE HCL,127135.0,BLOUNT,47009
1043649031.0,JAMIE B MONGER,MARYVILLE,Nurse Practitioner,54.0,OXYCODONE HCL/ACETAMINOPHEN,127135.0,BLOUNT,47009
1043652738.0,ANGELI B SWALLOWS,COOKEVILLE,Nurse Practitioner,19.0,OXYCODONE HCL/ACETAMINOPHEN,75565.0,PUTNAM,47141
1043666597.0,PEGGY L MOSS,JACKSON,Nurse Practitioner,14.0,HYDROCODONE/ACETAMINOPHEN,97887.0,MADISON,47113
1043666597.0,PEGGY L MOSS,JACKSON,Nurse Practitioner,15.0,TRAMADOL HCL,97887.0,MADISON,47113
1043666704.0,SANDRA  COFFMAN,CHATTANOOGA,Nurse Practitioner,55.0,HYDROCODONE/ACETAMINOPHEN,354589.0,HAMILTON,47065
1043674831.0,BRANDON  BOYD,CHATTANOOGA,Student in an Organized Health Care Education/Training Program,13.0,OXYCODONE HCL/ACETAMINOPHEN,354589.0,HAMILTON,47065
1043676422.0,MELISSA  MONROE,CENTERVILLE,Nurse Practitioner,603.0,HYDROCODONE/ACETAMINOPHEN,24502.0,HICKMAN,47081
1043676422.0,MELISSA  MONROE,CENTERVILLE,Nurse Practitioner,24.0,MORPHINE SULFATE,24502.0,HICKMAN,47081
1043676422.0,MELISSA  MONROE,CENTERVILLE,Nurse Practitioner,106.0,OXYCODONE HCL,24502.0,HICKMAN,47081
1043676422.0,MELISSA  MONROE,CENTERVILLE,Nurse Practitioner,188.0,OXYCODONE HCL/ACETAMINOPHEN,24502.0,HICKMAN,47081
1043676422.0,MELISSA  MONROE,CENTERVILLE,Nurse Practitioner,98.0,TRAMADOL HCL,24502.0,HICKMAN,47081
1043682677.0,JANET  WALKER,MEMPHIS,Nurse Practitioner,21.0,ACETAMINOPHEN WITH CODEINE,937847.0,SHELBY,47157
1043682677.0,JANET  WALKER,MEMPHIS,Nurse Practitioner,24.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1043682677.0,JANET  WALKER,MEMPHIS,Nurse Practitioner,133.0,TRAMADOL HCL,937847.0,SHELBY,47157
1043686389.0,AMANDA B CARR,DECATUR,Nurse Practitioner,11.0,TRAMADOL HCL,11830.0,MEIGS,47121
1043694029.0,STACEY  MALTMAN,KNOXVILLE,Nurse Practitioner,13.0,HYDROCODONE/ACETAMINOPHEN,452286.0,KNOX,47093
1043750201.0,LINDSAY  SMITH,NASHVILLE,Nurse Practitioner,37.0,FENTANYL,678322.0,DAVIDSON,47037
1043750201.0,LINDSAY  SMITH,NASHVILLE,Nurse Practitioner,51.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043750201.0,LINDSAY  SMITH,NASHVILLE,Nurse Practitioner,29.0,METHADONE HCL,678322.0,DAVIDSON,47037
1043750201.0,LINDSAY  SMITH,NASHVILLE,Nurse Practitioner,66.0,MORPHINE SULFATE,678322.0,DAVIDSON,47037
1043750201.0,LINDSAY  SMITH,NASHVILLE,Nurse Practitioner,145.0,OXYCODONE HCL,678322.0,DAVIDSON,47037
1043750201.0,LINDSAY  SMITH,NASHVILLE,Nurse Practitioner,28.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1043768419.0,JAMIE A STROZIER,ROGERSVILLE,Nurse Practitioner,14.0,ACETAMINOPHEN WITH CODEINE,56402.0,HAWKINS,47073
1043768419.0,JAMIE A STROZIER,ROGERSVILLE,Nurse Practitioner,295.0,HYDROCODONE/ACETAMINOPHEN,56402.0,HAWKINS,47073
1043768419.0,JAMIE A STROZIER,ROGERSVILLE,Nurse Practitioner,38.0,OXYCODONE HCL,56402.0,HAWKINS,47073
1043768419.0,JAMIE A STROZIER,ROGERSVILLE,Nurse Practitioner,32.0,TRAMADOL HCL,56402.0,HAWKINS,47073
1043768435.0,MARY R MCNEES,KINGSPORT,Nurse Practitioner,73.0,HYDROCODONE/ACETAMINOPHEN,156519.0,SULLIVAN,47163
1043768435.0,MARY R MCNEES,KINGSPORT,Nurse Practitioner,17.0,OXYCODONE HCL,156519.0,SULLIVAN,47163
1043768435.0,MARY R MCNEES,KINGSPORT,Nurse Practitioner,28.0,OXYCODONE HCL/ACETAMINOPHEN,156519.0,SULLIVAN,47163
1053300111.0,SAMUEL K RICKMAN,JACKSON,Oral Surgery (Dentist only),185.0,HYDROCODONE/ACETAMINOPHEN,97887.0,MADISON,47113
1053300111.0,SAMUEL K RICKMAN,JACKSON,Oral Surgery (Dentist only),30.0,OXYCODONE HCL/ACETAMINOPHEN,97887.0,MADISON,47113
1053300111.0,SAMUEL K RICKMAN,JACKSON,Oral Surgery (Dentist only),12.0,TRAMADOL HCL,97887.0,MADISON,47113
1053300335.0,JAMIE W COVINGTON,BARTLETT,Nurse Practitioner,196.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1053300335.0,JAMIE W COVINGTON,BARTLETT,Nurse Practitioner,35.0,TRAMADOL HCL,937847.0,SHELBY,47157
1053303214.0,JANE M SIEGEL,NASHVILLE,Hand Surgery,156.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1053303214.0,JANE M SIEGEL,NASHVILLE,Hand Surgery,93.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1053303214.0,JANE M SIEGEL,NASHVILLE,Hand Surgery,13.0,TRAMADOL HCL,678322.0,DAVIDSON,47037
1053303248.0,MICHAEL T BECKHAM,HERMITAGE,Internal Medicine,88.0,HYDROCODONE/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1053303248.0,MICHAEL T BECKHAM,HERMITAGE,Internal Medicine,36.0,OXYCODONE HCL/ACETAMINOPHEN,678322.0,DAVIDSON,47037
1053303248.0,MICHAEL T BECKHAM,HERMITAGE,Internal Medicine,178.0,TRAMADOL HCL,678322.0,DAVIDSON,47037
1053304758.0,LEE W MCCALLUM,GERMANTOWN,Family Practice,15.0,ACETAMINOPHEN WITH CODEINE,937847.0,SHELBY,47157
1053304758.0,LEE W MCCALLUM,GERMANTOWN,Family Practice,27.0,FENTANYL,937847.0,SHELBY,47157
1053304758.0,LEE W MCCALLUM,GERMANTOWN,Family Practice,274.0,HYDROCODONE/ACETAMINOPHEN,937847.0,SHELBY,47157
1053304758.0,LEE W MCCALLUM,GERMANTOWN,Family Practice,17.0,OXYCODONE HCL,937847.0,SHELBY,47157
1053304758.0,LEE W MCCALLUM,GERMANTOWN,Family Practice,94.0,OXYCODONE HCL/ACETAMINOPHEN,937847.0,SHELBY,47157
1053304758.0,LEE W MCCALLUM,GERMANTOWN,Family Practice,156.0,TRAMADOL HCL,937847.0,SHELBY,47157
1053305789.0,DANIEL F FISHER,CHATTANOOGA,General Surgery,60.0,OXYCODONE HCL/ACETAMINOPHEN,354589.0,HAMILTON,47065
1053306175.0,DONALD P PATTERSON,MURFREESBORO,Internal Medicine,70.0,HYDROCODONE/ACETAMINOPHEN,298456.0,RUTHERFORD,47149
1053306175.0,DONALD P PATTERSON,MURFREESBORO,Internal Medicine,59.0,TRAMADOL HCL,298456.0,RUTHERFORD,47149
